old_url,new_url,effective,year
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ap/sala-de-imprensa/noticias-ap/mpf-requisita-informacoes-ao-ibama-e-a-petrobras-sobre-vazamento-na-foz-do-amazonas,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-requisita-informacoes-ao-ibama-e-a-petrobras-sobre-vazamento-na-foz-do-amazonas-1,2026-01-07T16:10:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ma/sala-de-imprensa/noticias-ma/mpf-garante-condenacao-de-ex-prefeito-e-mais-tres-por-desvios-na-educacao-em-olho-dagua-das-cunhas-ma,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-garante-condenacao-de-ex-prefeito-e-mais-tres-por-desvios-na-educacao-em-olho-dagua-das-cunhas-ma,2026-01-07T16:20:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/pb/sala-de-imprensa/noticias-pb/mpf-e-mppb-recomendam-a-universidades-que-nao-matriculem-menores-de-idade-que-violem-regras-do-ensino-supletivo,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-e-mppb-recomendam-a-universidades-que-nao-matriculem-menores-de-idade-que-violem-regras-do-ensino-supletivo-3,2026-01-07T17:55:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ac/sala-de-imprensa/noticias-ac/mpf-pede-cumprimento-de-sentenca-contra-a-ufac-por-irregularidades-em-vestibular-de-2011-1,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-pede-cumprimento-de-sentenca-contra-a-ufac-por-irregularidades-em-vestibular-de-2011,2026-01-07T18:05:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/go/sala-de-imprensa/noticias-go/mpf-e-ufg-firmam-parceria-para-fortalecer-a-protecao-dos-direitos-dos-povos-indigenas-em-goias,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-e-universidade-federal-de-goias-firmam-parceria-para-fortalecer-a-protecao-dos-direitos-dos-povos-indigenas-1,2026-01-07T18:50:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/rj/sala-de-imprensa/noticias-rj/por-recomendacao-do-mpf-unirio-vai-ofertar-27-vagas-de-cota-racial-a-professores-nao-oferecidas-em-concursos-anteriores,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/por-recomendacao-do-mpf-unirio-vai-ofertar-27-vagas-de-cota-racial-a-professores-nao-oferecidas-em-concursos-anteriores,2026-01-09T09:05:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/rj/sala-de-imprensa/noticias-rj/mpf-obtem-decisao-liminar-no-trf2-que-garante-fornecimento-de-medicamento-para-cancer-raro-no-sus,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-obtem-decisao-liminar-no-trf2-que-garante-fornecimento-de-medicamento-para-cancer-raro-no-sus-2,2026-01-08T13:50:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/pgr/noticias-pgr2/2026/atos-antidemocraticos-mais-de-1-9-mil-pessoas-foram-denunciadas-pelo-mpf-desde-8-de-janeiro-de-2023,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/atos-antidemocraticos-mais-de-1-9-mil-pessoas-foram-denunciadas-pelo-mpf-desde-8-de-janeiro-de-2023,2026-01-08T14:30:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ro/sala-de-imprensa/noticias-ro/acordo-firmado-pelo-mpf-com-transportadora-garante-doacao-de-r-189-mil-em-equipamentos-ao-dnit-em-ro,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/acordo-firmado-pelo-mpf-com-transportadora-garante-doacao-de-r-189-mil-em-equipamentos-ao-dnit-em-ro,2026-01-08T14:45:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/se/sala-de-imprensa/noticias-se/mpf-obtem-condenacao-de-ex-prefeito-de-telha-se-por-desvio-de-recursos-federais-da-educacao,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-obtem-condenacao-de-ex-prefeito-de-telha-se-por-desvio-de-recursos-federais-da-educacao-1,2026-01-08T16:25:00-03:00,2026
