old_url,new_url,effective,year
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/al/sala-de-imprensa/noticias-al/mpf-tem-atuacao-reconhecida-com-a-comenda-201cguardioes-das-aguas201d,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-tem-atuacao-reconhecida-com-a-comenda-201cguardioes-das-aguas201d,2026-01-07T15:02:11-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ma/sala-de-imprensa/noticias-ma/pr-ma-convoca-candidato-aprovado-no-processo-seletivo-de-estagio-em-direito-graduacao,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/pr-ma-convoca-candidato-aprovado-no-processo-seletivo-de-estagio-em-direito-graduacao,2026-01-07T14:50:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ma/sala-de-imprensa/noticias-ma/pr-ma-convoca-candidata-aprovada-no-processo-seletivo-de-estagio-em-direito-graduacao,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/pr-ma-convoca-candidata-aprovada-no-processo-seletivo-de-estagio-em-direito-graduacao,2026-01-07T16:48:38-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/regiao3/sala-de-imprensa/noticias-r3/portaria-define-dias-em-que-nao-havera-expediente-na-prr3-em-2026,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/portaria-define-dias-em-que-nao-havera-expediente-na-prr3-em-2026,2026-01-07T16:55:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/al/sala-de-imprensa/noticias-al/mpf-reabre-inscricoes-e-retoma-agendamento-de-reunioes-do-projeto-vozes-da-mundau-com-pessoas-afetadas-pela-braskem-em-maceio-al,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-reabre-inscricoes-para-reunioes-do-projeto-vozes-da-mundau-com-pessoas-afetadas-pela-braskem,2026-01-08T12:30:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ma/estagie-conosco/convocacao-de-candidatos/pr-ma-convoca-candidato-aprovado-no-processo-seletivo-de-estagio-em-comunicacao-social-jornalismo,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/pr-ma-convoca-candidato-aprovado-no-processo-seletivo-de-estagio-em-comunicacao-social-jornalismo,2026-01-09T11:20:11-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/pa/sala-de-imprensa/noticias-pa/nota-de-pesar-irma-henriqueta-cavalcante,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/nota-de-pesar-irma-henriqueta-cavalcante,2026-01-11T13:40:48-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/al/sala-de-imprensa/noticias-al/mpf-acompanha-entrega-de-oculos-a-pessoas-atendidas-no-mutirao-pop-rua-jud-em-arapiraca,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-acompanha-entrega-de-oculos-a-pessoas-atendidas-no-mutirao-pop-rua-jud-em-arapiraca,2026-01-12T10:00:00-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ma/sala-de-imprensa/noticias-ma/mpf-ma-divulga-escala-de-plantoes-do-periodo-de-07-de-janeiro-a-19-de-dezembro-de-2026,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-ma-divulga-escala-de-plantoes-do-periodo-de-07-de-janeiro-a-19-de-dezembro-de-2026,2026-01-14T09:09:27-03:00,2026
http://svlp-plnptapp01.pgr.mpf.mp.br:8401/portal/ce/sala-de-imprensa/noticias-ce/mpf-divulga-resultado-final-de-processo-de-desfazimento-de-bens,https://www-cdn.mpf.mp.br/comunicacao/noticias/2026/mpf-divulga-resultado-final-de-processo-de-desfazimento-de-bens,2026-01-14T11:35:00-03:00,2026
